Victim,Word_label,Segment_label,Position_label,Plosion_label,Segment_duration,Max_time,Rise_time,START,END,DUR,COG_MID,SDEV_MID,SKEW_MID,KURT_MID,Dialect,Sex,Bi.mon,Age,Mean,Sd
4,çaj,ç,on,y,0.104630741797905,299.512323027359,0.0560203725426049,299.456302654817,299.560933396614,0.104630741797905,5297.00223246264,1449.06588959133,1.17458221984967,2.62517284999887,G,1,1,18,96.4285714285714,18.8982236504613
4,çan,ç,on,y,0.0913336135267286,301.826484226385,0.0498994955358398,301.776584730849,301.867918344376,0.0913336135267286,6597.71000217353,1673.15514215713,0.0970195590007168,0.769067606847793,G,1,1,18,96.4285714285714,18.8982236504613
4,qorri,q,on,n,0.124756191279801,316.515512286953,0.0402256885589054,316.475286598394,316.600042789674,0.124756191279801,4073.2479892704,1526.58372544712,0.574107251661254,-0.394393916456344,G,1,1,18,96.4285714285714,18.8982236504613
4,quk,q,on,n,0.142229652778894,334.199372872227,0.0875957703601102,334.111777101866,334.254006754645,0.142229652778894,3479.69173019351,1805.17384505182,1.43393811558577,2.09893533492585,G,1,1,18,96.4285714285714,18.8982236504613
4,çarë,ç,on,y,0.0975991745362421,346.624614805236,0.0229909237901325,346.601623881446,346.699223055982,0.0975991745362421,4983.72456124458,1497.99831055893,1.04403450660242,2.21955970793223,G,1,1,18,96.4285714285714,18.8982236504613
4,qan,q,on,n,0.114346914059183,351.5723012607,0.0709186223654683,351.501382638335,351.615729552394,0.114346914059183,4458.04315090232,1590.2909986067,0.933029557023935,3.26608329112263,G,1,1,18,96.4285714285714,18.8982236504613
4,çuk,ç,on,y,0.0957445516760345,356.752001811691,0.0363185855896972,356.715683226102,356.811427777778,0.0957445516760345,6607.25679654553,1838.28240782696,-0.405118506572595,0.0730608791614187,G,1,1,18,96.4285714285714,18.8982236504613
4,fuçi,ç,med,y,0.220157437418152,359.436251618394,0.0512902408887044,359.384961377505,359.514995305899,0.130033928393971,5875.63352685413,1542.72652349078,0.296473512206664,0.695592197372037,G,1,1,18,96.4285714285714,18.8982236504613
4,poqa,q,med,y,0.166067077486389,394.423346112588,0.0326285161634701,394.390717596424,394.481415250511,0.0906976540864548,4380.43181424076,1626.05250432823,0.648497427722125,0.267145409164468,G,1,1,18,96.4285714285714,18.8982236504613
4,çorri,ç,on,y,0.0847459178866643,419.241577217452,0.0491439579812436,419.19243325947,419.277179177357,0.0847459178866643,5939.31428480071,1434.11847115025,0.351590920023783,2.61594749331228,G,1,1,18,96.4285714285714,18.8982236504613
4,fuqi,q,med,y,0.365185704020291,424.655831537849,0.0798775940696714,424.57595394378,424.68892242678,0.112968483000031,4453.12610971922,1773.1322342205,1.15016701901295,1.65525142469431,G,1,1,18,96.4285714285714,18.8982236504613
4,qaj,q,on,y,0.117896660434781,429.31778914694,0.0707114716765886,429.247077675263,429.364974335698,0.117896660434781,3674.58984744031,1487.86996447723,1.84382999077053,4.99418057244229,G,1,1,18,96.4285714285714,18.8982236504613
4,poça,ç,med,y,0.135563141925218,449.786782815831,0.0428392190358977,449.743943596795,449.816173408403,0.0722298116083948,5921.87676731712,2463.85194774796,0.516861435490957,-1.00806809745862,G,1,1,18,96.4285714285714,18.8982236504613
5,qaj,q,on,y,0.105066354619737,72.1031690838495,0.0534933436171485,72.0496757402324,72.1547420948521,0.105066354619737,5030.32515935576,1533.27926911313,0.786004628740122,2.18084980833188,G,1,1,17,85.7142857142857,35.6348322549899
5,poqa,q,med,y,0.182589105904597,92.6403095835355,0.0186102479295727,92.6216993356059,92.720366870233,0.0986675346270687,4793.48846268443,1589.11430751714,1.3519053181798,2.80521498365331,G,1,1,17,85.7142857142857,35.6348322549899
5,qan,q,on,y,0.0790926628861968,107.179531041279,0.0196154807036777,107.159915560576,107.239008223462,0.0790926628861968,4951.47228308208,1708.23639381987,1.14374566210246,2.3433334620408,G,1,1,17,85.7142857142857,35.6348322549899
5,çan,ç,on,y,0.066517262447249,109.927277857265,0.0174425599090853,109.909835297356,109.976352559803,0.066517262447249,4151.38351674954,1265.17234937039,2.3628813616076,12.3966758117829,G,1,1,17,85.7142857142857,35.6348322549899
5,çaj,ç,on,y,0.0954776682067688,137.193766191004,0.0435078017062551,137.150258389298,137.245736057505,0.0954776682067688,4720.49116389442,1223.99719483188,1.75502341880653,6.24112614815824,G,1,1,17,85.7142857142857,35.6348322549899
5,fuqi,q,med,y,0.182273667026095,175.080202904375,0.0514989217829509,175.028703982592,175.143970042752,0.115266060159826,4573.75363985405,1511.3773878604,1.69350418579804,3.46381420356627,G,1,1,17,85.7142857142857,35.6348322549899
5,quk,q,on,y,0.0788119540895025,189.818823726645,0.0255456699935621,189.793278056652,189.872090010741,0.0788119540895025,4865.99988231823,2176.46654411923,0.989450239687296,0.558529660209179,G,1,1,17,85.7142857142857,35.6348322549899
5,çorri,ç,on,y,0.0772254631084763,197.899991610153,0.0505864069535278,197.849405203199,197.926630666308,0.0772254631084763,4943.86934008253,2342.82450083723,1.05723823649409,0.267251621095905,G,1,1,17,85.7142857142857,35.6348322549899
5,fuçi,ç,med,y,0.197835493824016,212.293637086821,0.0251576862688978,212.268479400552,212.355147223628,0.0866678230756577,4413.02309347127,1415.02754364853,2.01533512587129,5.37976125710321,G,1,1,17,85.7142857142857,35.6348322549899
5,poça,ç,med,y,0.131033675878143,217.432370114016,0.0147608422789176,217.417609271737,217.471993238696,0.054383966958568,3374.00452011239,829.990431134494,2.05728283750633,20.3789917683425,G,1,1,17,85.7142857142857,35.6348322549899
5,çuk,ç,on,y,0.0948747962576135,219.803185519719,0.0471601593831679,219.756025360336,219.850900156593,0.0948747962576135,4850.12529722575,1486.83604922379,0.325299410620058,0.865167500071018,G,1,1,17,85.7142857142857,35.6348322549899
5,çarë,ç,on,y,0.0742330203514996,224.674149108062,0.0420955313516345,224.63205357671,224.706286597062,0.0742330203514996,4184.9064504042,1407.68025518109,2.69006076311203,9.16388556409325,G,1,1,17,85.7142857142857,35.6348322549899
5,qarë,q,on,y,0.0939824955274844,230.154714498392,0.0430501386866808,230.111664359706,230.205646855233,0.0939824955274844,4474.53187899568,1437.08816623049,2.22307016027446,5.70492173621658,G,1,1,17,85.7142857142857,35.6348322549899
5,qorri,q,on,y,0.102037584935829,249.641662265857,0.0447829491373852,249.596879316719,249.698916901655,0.102037584935829,4094.16529685711,1460.77973099097,2.26258143792076,7.30870514655391,G,1,1,17,85.7142857142857,35.6348322549899
5,qan,q,on,y,0.0699659084633026,269.322984562252,0.0282410452784916,269.294743516974,269.364709425437,0.0699659084633026,4757.05702282608,1654.96373279912,0.762042967348615,2.46114764174953,G,1,1,17,85.7142857142857,35.6348322549899
5,quk,q,on,y,0.101726885663652,309.185631955253,0.0241392244927283,309.161492730761,309.263219616424,0.101726885663652,4542.66177960013,1716.25673746023,1.41406288010758,2.72246242191172,G,1,1,17,85.7142857142857,35.6348322549899
5,çaj,ç,on,y,0.0663132591799354,314.17233586114,0.0238239663854074,314.148511894754,314.214825153934,0.0663132591799354,4499.64822526294,1474.57975449074,1.34002487380981,3.82293608605212,G,1,1,17,85.7142857142857,35.6348322549899
5,qaj,q,on,y,0.102079725310148,316.721063195339,0.0546745902519206,316.666388605087,316.768468330397,0.102079725310148,4683.1827782471,1894.03611524071,0.772758492814628,2.1838921139321,G,1,1,17,85.7142857142857,35.6348322549899
5,qarë,q,on,y,0.0895680300079675,344.215749177909,0.0237896284348835,344.191959549474,344.281527579482,0.0895680300079675,4239.44057581438,1197.42244113196,1.43319409351531,5.8914248311398,G,1,1,17,85.7142857142857,35.6348322549899
5,çarë,ç,on,y,0.0869379867202156,349.464909083048,0.0508730871925422,349.414035995855,349.500973982576,0.0869379867202156,4448.06539522458,1527.20332956861,2.13634097591503,4.3093615418886,G,1,1,17,85.7142857142857,35.6348322549899
5,çuk,ç,on,y,0.0604486601210397,389.356093660165,0.027631794081401,389.328461866083,389.388910526204,0.0604486601210397,4978.65471787636,1538.47588995072,0.261310337648111,1.62708401683543,G,1,1,17,85.7142857142857,35.6348322549899
5,çorri,ç,on,y,0.0557238161526925,399.674810238023,0.029593554766052,399.645216683257,399.70094049941,0.0557238161526925,3946.62635741901,1296.34886761348,2.5656113577001,8.53381887810457,G,1,1,17,85.7142857142857,35.6348322549899
5,fuçi,ç,med,y,0.203233108536267,402.259320026837,0.0508914700697574,402.208428556768,402.297008342432,0.0885797856640806,4568.50708286557,1467.4489096453,1.6728818097132,3.35537219162554,G,1,1,17,85.7142857142857,35.6348322549899
5,fuqi,q,med,y,0.208975022699462,412.02029979654,0.0502687051398993,411.970031091401,412.083947345375,0.113916253974367,4244.48056637708,1395.9754729057,1.65656421013082,3.86163682756422,G,1,1,17,85.7142857142857,35.6348322549899
5,poça,ç,med,y,0.161609864073512,417.212417477434,0.0202724135859853,417.192145063848,417.264450108728,0.0723050448802951,3790.55191445121,1651.82353251489,1.55289510116545,5.5896443320977,G,1,1,17,85.7142857142857,35.6348322549899
5,poqa,q,med,y,0.171499173538848,422.174419421385,0.0429322961377352,422.131487125247,422.224354568475,0.0928674432275329,4709.67019474054,1893.71817617232,1.5623715641118,1.9034445874388,G,1,1,17,85.7142857142857,35.6348322549899
5,çan,ç,on,y,0.0874203700033149,429.546517171589,0.0559518320859524,429.490565339503,429.577985709506,0.0874203700033149,5186.85269733485,1872.92859270498,1.38575976526146,1.83636686074709,G,1,1,17,85.7142857142857,35.6348322549899
5,qorri,q,on,y,0.078180242118151,464.183709771215,0.0258946591938525,464.157815112021,464.235995354139,0.078180242118151,4673.56868260456,1717.24441704935,1.37044118087708,1.85445615833782,G,1,1,17,85.7142857142857,35.6348322549899
6,çorri,ç,on,y,0.0676618118242232,81.931184649443,0.0295437314439226,81.9016409179991,81.9693027298233,0.0676618118242232,3917.03569383262,1334.45056214916,1.56997298061395,2.95945332416845,G,1,1,18,89.2857142857143,31.4970394174356
6,fuqi,q,med,y,0.206840821289319,106.874432615091,0.0462087275677021,106.828223887523,106.957286832541,0.129062945018163,5315.5259759622,2064.4798484061,0.502963675137671,-0.791831413369838,G,1,1,18,89.2857142857143,31.4970394174356
6,quk,q,on,y,0.125061231715904,114.275145625751,0.0435996217937316,114.231546003958,114.356607235673,0.125061231715904,4480.07042650371,2079.10310046918,0.476399794741197,-0.811245501330978,G,1,1,18,89.2857142857143,31.4970394174356
6,poça,ç,med,y,0.17349573553733,136.993540717914,0.0150504589227296,136.978490258991,137.033655663358,0.0551654043670169,5031.33456050977,1843.97147586294,0.597732507523885,0.529165291002844,G,1,1,18,89.2857142857143,31.4970394174356
6,qan,q,on,n,0.112780054899872,139.285998250518,0.0598519893720777,139.226146261146,139.338926316046,0.112780054899872,4636.08794347286,1982.93085169706,1.13399867473063,0.122304188011729,G,1,1,18,89.2857142857143,31.4970394174356
6,çan,ç,on,y,0.073285884597567,144.202941684812,0.0253600893974237,144.177581595415,144.250867480012,0.073285884597567,4779.85679093808,1545.45471721915,0.683913836062285,0.474766838871387,G,1,1,18,89.2857142857143,31.4970394174356
6,qorri,q,on,n,0.0748036358758384,151.831184326736,0.0340669333301093,151.797117393405,151.871921029281,0.0748036358758384,4880.58811885775,1828.31003986003,0.793486925384965,0.0748998632240843,G,1,1,18,89.2857142857143,31.4970394174356
6,çaj,ç,on,y,0.0767665134381161,161.701842684231,0.0235455758347882,161.678297108396,161.755063621834,0.0767665134381161,4970.9946996541,1622.80086831168,0.628595234493312,0.595065529502355,G,1,1,18,89.2857142857143,31.4970394174356
6,poqa,q,med,n,0.148686238438245,197.191743823454,0.0546718037627443,197.137072019691,197.219325515754,0.0822534960630321,4455.44711850276,1768.91401455323,1.35334495073901,3.03953811222712,G,1,1,18,89.2857142857143,31.4970394174356
6,fuçi,ç,med,y,0.238625564170832,204.472563126197,0.0313268863506551,204.441236239846,204.527379257823,0.0861430179762124,5906.00836076843,1593.47714226048,-0.186526039670566,-0.571213603465954,G,1,1,18,89.2857142857143,31.4970394174356
6,çuk,ç,on,y,0.112564329896458,206.792405313913,0.0521347825921055,206.740270531321,206.852834861217,0.112564329896458,5027.40900804393,1920.64270569431,0.304785792416813,-0.692404393608198,G,1,1,18,89.2857142857143,31.4970394174356
6,qarë,q,on,y,0.101571102698443,221.760230649615,0.0579656713347276,221.70226497828,221.803836080979,0.101571102698443,4894.29149896998,1753.20856493267,0.851759753152934,0.292160882876824,G,1,1,18,89.2857142857143,31.4970394174356
6,çarë,ç,on,y,0.0772663302025762,254.560908356033,0.0340728292766528,254.526835526756,254.604101856959,0.0772663302025762,4440.96497301793,1503.21459761545,1.05576680707004,1.79292882882468,G,1,1,18,89.2857142857143,31.4970394174356
6,qaj,q,on,y,0.0872691577192768,264.356427294697,0.0304755759902378,264.325951718707,264.413220876426,0.0872691577192768,4184.72338041291,1739.10849570164,1.08278809680883,0.869677949393199,G,1,1,18,89.2857142857143,31.4970394174356
